sample_id,top_3_train_indices
TR-6940,"[2989, 2696, 3561]"
TR-6941,"[2697, 8405, 8049]"
TR-6942,"[7535, 7573, 7370]"
TR-6943,"[7108, 8607, 3798]"
TR-6944,"[5761, 2243, 7758]"
TR-6945,"[6207, 3765, 5843]"
TR-6946,"[8679, 4914, 3541]"
TR-6947,"[6632, 1501, 5330]"
TR-6948,"[7534, 1166, 8527]"
TR-6949,"[6116, 4243, 7615]"
TR-6950,"[6852, 6906, 7878]"
TR-6951,"[7298, 2137, 1638]"
TR-6952,"[5241, 3849, 7058]"
TR-6953,"[7426, 1827, 1637]"
TR-6954,"[792, 7171, 6291]"
TR-6955,"[6858, 1168, 2093]"
TR-6956,"[2270, 4499, 1837]"
TR-6957,"[7178, 3134, 7079]"
TR-6958,"[8458, 1975, 6395]"
TR-6959,"[3386, 164, 6101]"
TR-6960,"[3462, 2573, 8537]"
TR-6961,"[3665, 7135, 7028]"
TR-6962,"[6919, 2575, 253]"
TR-6963,"[5425, 1554, 3017]"
TR-6964,"[1830, 1776, 1491]"
TR-6965,"[5471, 6808, 5932]"
TR-6966,"[7864, 148, 5298]"
TR-6967,"[3388, 2891, 2469]"
TR-6968,"[4241, 5749, 2665]"
TR-6969,"[1334, 2525, 4793]"
TR-6970,"[1791, 2843, 141]"
TR-6971,"[1712, 5764, 6254]"
TR-6972,"[5718, 5902, 1116]"
TR-6973,"[6214, 6118, 1270]"
TR-6974,"[1643, 8025, 6873]"
TR-6975,"[2552, 1784, 7155]"
TR-6976,"[6362, 8385, 3440]"
TR-6977,"[2243, 2864, 7664]"
TR-6978,"[2853, 1133, 2493]"
TR-6979,"[6828, 7358, 7181]"
TR-6980,"[6717, 5458, 8096]"
TR-6981,"[7954, 8295, 6984]"
TR-6982,"[6281, 7575, 7754]"
TR-6983,"[5961, 5733, 2737]"
TR-6984,"[2995, 8314, 7367]"
TR-6985,"[6495, 7954, 8295]"
TR-6986,"[7077, 7443, 287]"
TR-6987,"[3225, 8273, 7680]"
TR-6988,"[5856, 7863, 487]"
TR-6989,"[3572, 4073, 5555]"
TR-6990,"[6894, 2297, 4833]"
TR-6991,"[8480, 4369, 5571]"
TR-6992,"[5991, 4329, 6374]"
TR-6993,"[6456, 6333, 2596]"
TR-6994,"[7024, 8459, 736]"
TR-6995,"[7434, 6430, 8463]"
TR-6996,"[1800, 28, 7484]"
TR-6997,"[6889, 7833, 7249]"
TR-6998,"[8640, 7832, 1157]"
TR-6999,"[1554, 1856, 3017]"
TR-7000,"[7352, 8697, 7837]"
TR-7001,"[5147, 6920, 6938]"
TR-7002,"[2525, 3580, 2599]"
TR-7003,"[7834, 2968, 3443]"
TR-7004,"[589, 6683, 7639]"
TR-7005,"[1799, 2350, 8748]"
TR-7006,"[3295, 7045, 4810]"
TR-7007,"[7146, 6136, 2892]"
TR-7008,"[645, 280, 189]"
TR-7009,"[7864, 148, 3036]"
TR-7010,"[2339, 3056, 1698]"
TR-7011,"[1816, 1010, 6882]"
TR-7012,"[809, 6328, 3793]"
TR-7013,"[5399, 3684, 5365]"
TR-7014,"[8059, 67, 736]"
TR-7015,"[6326, 3762, 7418]"
TR-7016,"[7094, 7151, 3543]"
TR-7017,"[7597, 7339, 5268]"
TR-7018,"[3550, 1643, 2244]"
TR-7019,"[2261, 494, 1580]"
TR-7020,"[3569, 2764, 7545]"
TR-7021,"[3242, 5893, 1635]"
TR-7022,"[5367, 489, 1435]"
TR-7023,"[2974, 3370, 7102]"
TR-7024,"[7298, 7251, 1638]"
TR-7025,"[6993, 8459, 3369]"
TR-7026,"[6798, 2024, 3226]"
TR-7027,"[2655, 1700, 1930]"
TR-7028,"[1807, 3478, 8311]"
TR-7029,"[7215, 6670, 6960]"
TR-7030,"[6420, 5271, 2820]"
TR-7031,"[3021, 8518, 6609]"
TR-7032,"[6817, 6321, 7288]"
TR-7033,"[8459, 2296, 2959]"
TR-7034,"[6879, 6331, 7399]"
TR-7035,"[6015, 879, 6899]"
TR-7036,"[3600, 1915, 1163]"
TR-7037,"[1965, 3781, 2485]"
TR-7038,"[3596, 6667, 137]"
TR-7039,"[7127, 5422, 6607]"
TR-7040,"[1999, 3126, 2003]"
TR-7041,"[7927, 7654, 7988]"
TR-7042,"[6717, 5481, 7684]"
TR-7043,"[8461, 2803, 2515]"
TR-7044,"[4626, 4045, 4484]"
TR-7045,"[2676, 2358, 7568]"
TR-7046,"[7445, 7025, 2178]"
TR-7047,"[3238, 1339, 5799]"
TR-7048,"[6556, 369, 7059]"
TR-7049,"[2652, 33, 7082]"
TR-7050,"[2902, 7744, 673]"
TR-7051,"[6964, 3652, 4729]"
TR-7052,"[8768, 2587, 6773]"
TR-7053,"[2925, 3395, 3497]"
TR-7054,"[4957, 1321, 1812]"
TR-7055,"[2517, 7025, 3145]"
TR-7056,"[5198, 6339, 2610]"
TR-7057,"[6607, 6298, 2864]"
TR-7058,"[5587, 8226, 2153]"
TR-7059,"[5581, 2784, 4326]"
TR-7060,"[369, 6196, 3105]"
TR-7061,"[7595, 1562, 2184]"
TR-7062,"[7305, 1886, 2591]"
TR-7063,"[1902, 7469, 6249]"
TR-7064,"[2447, 3138, 5349]"
TR-7065,"[6394, 7111, 3737]"
TR-7066,"[8632, 6025, 874]"
TR-7067,"[8781, 1749, 3706]"
TR-7068,"[6882, 5489, 4957]"
TR-7069,"[8219, 281, 3258]"
TR-7070,"[6812, 2499, 8271]"
TR-7071,"[5471, 7368, 462]"
TR-7072,"[7839, 3305, 6919]"
TR-7073,"[1473, 8448, 4536]"
TR-7074,"[8022, 2443, 5718]"
TR-7075,"[1144, 7554, 8364]"
TR-7076,"[2119, 6338, 1432]"
TR-7077,"[1836, 3337, 5134]"
TR-7078,"[8484, 287, 7176]"
TR-7079,"[1482, 374, 8043]"
TR-7080,"[3134, 7178, 6956]"
TR-7081,"[7629, 7451, 4012]"
TR-7082,"[7834, 977, 4729]"
TR-7083,"[6182, 8483, 5208]"
TR-7084,"[7167, 5422, 7615]"
TR-7085,"[8410, 3218, 8507]"
TR-7086,"[5451, 83, 5522]"
TR-7087,"[1911, 5111, 6742]"
TR-7088,"[6103, 6078, 6131]"
TR-7089,"[5472, 5434, 6202]"
TR-7090,"[6579, 6129, 2864]"
TR-7091,"[5930, 4281, 4146]"
TR-7092,"[3167, 4833, 4304]"
TR-7093,"[3210, 2727, 2882]"
TR-7094,"[3628, 7183, 2184]"
TR-7095,"[2480, 3543, 7015]"
TR-7096,"[6832, 7637, 7404]"
TR-7097,"[981, 2463, 1783]"
TR-7098,"[3620, 7758, 2073]"
TR-7099,"[3144, 7102, 360]"
TR-7100,"[5471, 550, 2257]"
TR-7101,"[8427, 3247, 3090]"
TR-7102,"[2659, 7362, 7152]"
TR-7103,"[3370, 360, 1618]"
TR-7104,"[1008, 7751, 733]"
TR-7105,"[7170, 7173, 2059]"
TR-7106,"[6241, 7107, 5261]"
TR-7107,"[3187, 6314, 6018]"
TR-7108,"[5261, 7105, 1959]"
TR-7109,"[4061, 5214, 2811]"
TR-7110,"[6247, 4645, 358]"
TR-7111,"[4826, 1480, 3285]"
TR-7112,"[2655, 6394, 7064]"
TR-7113,"[6856, 3997, 6676]"
TR-7114,"[3048, 1123, 1140]"
TR-7115,"[5151, 5666, 3133]"
TR-7116,"[6309, 5533, 6901]"
TR-7117,"[2831, 1260, 3100]"
TR-7118,"[7268, 3307, 6975]"
TR-7119,"[4864, 6454, 2048]"
TR-7120,"[2489, 3085, 150]"
TR-7121,"[2640, 340, 7633]"
TR-7122,"[1317, 8787, 4413]"
TR-7123,"[2990, 5490, 3548]"
TR-7124,"[3173, 4534, 4997]"
TR-7125,"[5517, 8295, 6848]"
TR-7126,"[283, 2237, 1148]"
TR-7127,"[2835, 7575, 1371]"
TR-7128,"[139, 709, 5720]"
TR-7129,"[3562, 4591, 7674]"
TR-7130,"[5549, 6526, 5996]"
TR-7131,"[2266, 1892, 2526]"
TR-7132,"[6571, 5166, 405]"
TR-7133,"[597, 6244, 6347]"
TR-7134,"[6408, 2393, 1990]"
TR-7135,"[3353, 3589, 8102]"
TR-7136,"[2476, 1550, 6960]"
TR-7137,"[935, 6498, 3748]"
TR-7138,"[3166, 3335, 7338]"
TR-7139,"[1625, 870, 5921]"
TR-7140,"[606, 6374, 7448]"
TR-7141,"[7686, 7940, 8277]"
TR-7142,"[3145, 5902, 6980]"
TR-7143,"[3324, 2970, 6518]"
TR-7144,"[6406, 2990, 2274]"
TR-7145,"[323, 2297, 2909]"
TR-7146,"[6177, 3637, 501]"
TR-7147,"[6136, 7006, 1086]"
TR-7148,"[1942, 8273, 2683]"
TR-7149,"[7528, 7460, 7700]"
TR-7150,"[767, 462, 863]"
TR-7151,"[3412, 3051, 4343]"
TR-7152,"[2480, 5372, 4738]"
TR-7153,"[7101, 2659, 7362]"
TR-7154,"[5549, 6869, 3144]"
TR-7155,"[7116, 2038, 3226]"
TR-7156,"[5828, 1602, 8059]"
TR-7157,"[7161, 1540, 1819]"
TR-7158,"[7127, 3530, 709]"
TR-7159,"[5312, 5266, 7678]"
TR-7160,"[833, 7953, 8401]"
TR-7161,"[7333, 7664, 96]"
TR-7162,"[2825, 2508, 2588]"
TR-7163,"[838, 7127, 8043]"
TR-7164,"[931, 2065, 1895]"
TR-7165,"[6324, 5970, 6579]"
TR-7166,"[3586, 5139, 833]"
TR-7167,"[6815, 6224, 3632]"
TR-7168,"[7615, 1745, 7251]"
TR-7169,"[3503, 8009, 7213]"
TR-7170,"[4, 5705, 8064]"
TR-7171,"[7104, 2059, 7173]"
TR-7172,"[4432, 6365, 6953]"
TR-7173,"[7150, 3051, 3412]"
TR-7174,"[7104, 7170, 2059]"
TR-7175,"[1952, 8007, 6411]"
TR-7176,"[7548, 2658, 6716]"
TR-7177,"[7077, 5625, 6840]"
TR-7178,"[4352, 2290, 8247]"
TR-7179,"[3134, 6956, 7079]"
TR-7180,"[1489, 1679, 2824]"
TR-7181,"[8783, 1165, 1799]"
TR-7182,"[7588, 6828, 7542]"
TR-7183,"[7414, 7233, 2315]"
TR-7184,"[3628, 7093, 2184]"
TR-7185,"[5541, 358, 8079]"
TR-7186,"[7753, 6149, 6860]"
TR-7187,"[7464, 792, 1645]"
TR-7188,"[8299, 144, 6882]"
TR-7189,"[8685, 779, 6362]"
TR-7190,"[1675, 6913, 1000]"
TR-7191,"[2550, 6412, 6951]"
TR-7192,"[2829, 5571, 5833]"
TR-7193,"[2478, 8671, 7378]"
TR-7194,"[6331, 6879, 7399]"
TR-7195,"[6355, 8053, 5631]"
TR-7196,"[1622, 5291, 7066]"
TR-7197,"[2301, 8160, 856]"
TR-7198,"[8387, 2623, 0]"
TR-7199,"[7344, 1565, 7469]"
TR-7200,"[7522, 7253, 7571]"
TR-7201,"[2067, 6730, 341]"
TR-7202,"[6015, 7034, 879]"
TR-7203,"[2933, 7280, 6069]"
TR-7204,"[2111, 8480, 7259]"
TR-7205,"[916, 1920, 5479]"
TR-7206,"[2943, 6694, 395]"
TR-7207,"[6459, 7469, 6876]"
TR-7208,"[8470, 4606, 8350]"
TR-7209,"[7793, 8512, 3956]"
TR-7210,"[1195, 5600, 2056]"
TR-7211,"[7834, 8078, 5682]"
TR-7212,"[7276, 4461, 6756]"
TR-7213,"[7223, 8102, 7479]"
TR-7214,"[3503, 8009, 7168]"
TR-7215,"[2498, 2977, 507]"
TR-7216,"[253, 2845, 7028]"
TR-7217,"[8049, 6807, 6615]"
TR-7218,"[5858, 7738, 5884]"
TR-7219,"[8264, 4949, 6042]"
TR-7220,"[2143, 2434, 2312]"
TR-7221,"[5718, 4367, 185]"
TR-7222,"[7656, 1735, 1720]"
TR-7223,"[7093, 1386, 366]"
TR-7224,"[7212, 452, 1732]"
TR-7225,"[1346, 5040, 7426]"
TR-7226,"[2338, 1782, 3289]"
TR-7227,"[7550, 6934, 7373]"
TR-7228,"[305, 1884, 1034]"
TR-7229,"[520, 1368, 1146]"
TR-7230,"[247, 5933, 5443]"
TR-7231,"[7346, 1107, 792]"
TR-7232,"[2631, 1766, 7536]"
TR-7233,"[1810, 1925, 8385]"
TR-7234,"[7431, 7357, 7414]"
TR-7235,"[7460, 5305, 3717]"
TR-7236,"[7407, 7325, 2064]"
TR-7237,"[6903, 7662, 2434]"
TR-7238,"[7167, 924, 1713]"
TR-7239,"[1377, 1207, 1575]"
TR-7240,"[3127, 1875, 7377]"
TR-7241,"[2064, 7325, 7235]"
TR-7242,"[5837, 6027, 1433]"
TR-7243,"[6126, 7343, 8082]"
TR-7244,"[7317, 1861, 2057]"
TR-7245,"[2080, 1627, 5190]"
TR-7246,"[2061, 2184, 7568]"
TR-7247,"[2225, 3307, 3795]"
TR-7248,"[7546, 6092, 7081]"
TR-7249,"[5842, 5754, 3592]"
TR-7250,"[2267, 6889, 7833]"
TR-7251,"[6078, 7373, 6934]"
TR-7252,"[5224, 7321, 3490]"
TR-7253,"[4409, 8311, 1807]"
TR-7254,"[7571, 959, 7400]"
TR-7255,"[1798, 7471, 1575]"
TR-7256,"[7279, 7440, 7341]"
TR-7257,"[1938, 264, 5666]"
TR-7258,"[7279, 7255, 7440]"
TR-7259,"[5561, 6416, 7420]"
TR-7260,"[5973, 7147, 6041]"
TR-7261,"[2771, 8043, 5191]"
TR-7262,"[8146, 2884, 2311]"
TR-7263,"[7878, 7383, 2239]"
TR-7264,"[8093, 6284, 33]"
TR-7265,"[7557, 7490, 5479]"
TR-7266,"[6973, 4799, 2564]"
TR-7267,"[1056, 7684, 7524]"
TR-7268,"[4453, 3739, 3956]"
TR-7269,"[7117, 3307, 1153]"
TR-7270,"[1334, 2525, 4668]"
TR-7271,"[7892, 8441, 4193]"
TR-7272,"[1755, 1322, 849]"
TR-7273,"[5413, 6232, 8673]"
TR-7274,"[6327, 5620, 1944]"
TR-7275,"[8323, 3997, 4376]"
TR-7276,"[6226, 813, 1891]"
TR-7277,"[7211, 4461, 6756]"
TR-7278,"[6579, 7108, 8190]"
TR-7279,"[135, 145, 8393]"
TR-7280,"[7330, 7341, 7440]"
TR-7281,"[1062, 6069, 3457]"
TR-7282,"[6932, 7593, 7574]"
TR-7283,"[4911, 8524, 3634]"
TR-7284,"[3391, 7127, 5720]"
TR-7285,"[329, 2997, 2377]"
TR-7286,"[1722, 3318, 7537]"
TR-7287,"[1544, 1092, 793]"
TR-7288,"[3517, 2087, 3102]"
TR-7289,"[5555, 1958, 3455]"
TR-7290,"[748, 3165, 1097]"
TR-7291,"[1831, 5463, 4780]"
TR-7292,"[2638, 8269, 6793]"
TR-7293,"[6871, 2517, 7054]"
TR-7294,"[7336, 2103, 2237]"
TR-7295,"[1774, 3806, 5779]"
TR-7296,"[2493, 3036, 6848]"
TR-7297,"[3239, 6018, 7134]"
TR-7298,"[4755, 7076, 8484]"
TR-7299,"[6950, 2137, 1638]"
TR-7300,"[7144, 3598, 2909]"
TR-7301,"[6171, 3001, 392]"
TR-7302,"[7321, 8441, 7701]"
TR-7303,"[3607, 2926, 2256]"
TR-7304,"[6865, 7572, 7576]"
TR-7305,"[1192, 1142, 1101]"
TR-7306,"[1886, 3529, 7950]"
TR-7307,"[7541, 496, 2874]"
TR-7308,"[5719, 2335, 1371]"
TR-7309,"[5345, 6552, 7029]"
TR-7310,"[1641, 2942, 5157]"
TR-7311,"[7450, 1702, 1661]"
TR-7312,"[442, 6412, 5083]"
TR-7313,"[291, 293, 1319]"
TR-7314,"[1693, 3511, 6151]"
TR-7315,"[982, 963, 1190]"
TR-7316,"[2452, 6180, 5404]"
TR-7317,"[1912, 1418, 7025]"
TR-7318,"[7243, 1861, 3992]"
TR-7319,"[5918, 8213, 6097]"
TR-7320,"[5581, 6274, 2784]"
TR-7321,"[2478, 4900, 701]"
TR-7322,"[7998, 7883, 5224]"
TR-7323,"[378, 1219, 98]"
TR-7324,"[1551, 7551, 6480]"
TR-7325,"[7279, 7255, 7341]"
TR-7326,"[7235, 7240, 7407]"
TR-7327,"[7078, 5445, 2098]"
TR-7328,"[4372, 3984, 4911]"
TR-7329,"[7534, 2655, 8285]"
TR-7330,"[5174, 2421, 1145]"
TR-7331,"[7279, 7341, 7440]"
TR-7332,"[1180, 2590, 2251]"
TR-7333,"[2093, 6065, 2061]"
TR-7334,"[5751, 23, 936]"
TR-7335,"[7156, 7227, 5728]"
TR-7336,"[8602, 7896, 393]"
TR-7337,"[3556, 7293, 1479]"
TR-7338,"[7832, 7524, 1973]"
TR-7339,"[3166, 3335, 5577]"
TR-7340,"[1930, 1700, 5864]"
TR-7341,"[4888, 3684, 3078]"
TR-7342,"[7279, 7440, 7330]"
TR-7343,"[5413, 6232, 3856]"
TR-7344,"[7242, 2909, 1838]"
TR-7345,"[1565, 7469, 7198]"
TR-7346,"[2520, 3463, 3215]"
TR-7347,"[7230, 1107, 792]"
TR-7348,"[2241, 5881, 5464]"
TR-7349,"[1360, 368, 1575]"
TR-7350,"[7322, 3381, 5552]"
TR-7351,"[6910, 1839, 6119]"
TR-7352,"[8527, 8461, 5522]"
TR-7353,"[6999, 3058, 1947]"
TR-7354,"[2036, 7367, 1069]"
TR-7355,"[1179, 598, 2029]"
TR-7356,"[6074, 1085, 1286]"
TR-7357,"[8211, 6563, 501]"
TR-7358,"[7233, 7414, 7431]"
TR-7359,"[6828, 6978, 7181]"
TR-7360,"[7977, 161, 7247]"
TR-7361,"[1769, 3451, 7579]"
TR-7362,"[3204, 923, 7509]"
TR-7363,"[2659, 7101, 7152]"
TR-7364,"[2373, 1409, 3100]"
TR-7365,"[6857, 6199, 5684]"
TR-7366,"[3589, 7134, 5931]"
TR-7367,"[8098, 1556, 3014]"
TR-7368,"[1719, 487, 824]"
TR-7369,"[7529, 1525, 2014]"
TR-7370,"[8303, 7271, 382]"
TR-7371,"[4284, 8331, 7213]"
TR-7372,"[7428, 8043, 287]"
TR-7373,"[6875, 246, 6914]"
TR-7374,"[7537, 2676, 5931]"
TR-7375,"[5005, 4901, 5253]"
TR-7376,"[1501, 6856, 6632]"
TR-7377,"[1211, 8485, 5130]"
TR-7378,"[6027, 7239, 1875]"
TR-7379,"[5136, 5372, 4447]"
TR-7380,"[927, 7623, 3284]"
TR-7381,"[8248, 2433, 3021]"
TR-7382,"[8464, 1022, 7585]"
TR-7383,"[5625, 5175, 1514]"
TR-7384,"[3301, 1358, 5238]"
TR-7385,"[3639, 3532, 5321]"
TR-7386,"[3455, 3452, 2415]"
TR-7387,"[6840, 88, 569]"
TR-7388,"[7452, 2237, 8102]"
TR-7389,"[7214, 2498, 2977]"
TR-7390,"[1127, 1447, 293]"
TR-7391,"[7972, 1201, 7298]"
TR-7392,"[5455, 7718, 4262]"
TR-7393,"[2094, 5615, 8056]"
TR-7394,"[150, 2340, 6898]"
TR-7395,"[6589, 7554, 1144]"
TR-7396,"[2127, 9, 7604]"
TR-7397,"[5588, 1882, 6247]"
TR-7398,"[2081, 6023, 2942]"
TR-7399,"[384, 1427, 992]"
TR-7400,"[6331, 6879, 7033]"
TR-7401,"[7522, 7253, 7571]"
TR-7402,"[3410, 666, 224]"
TR-7403,"[8102, 7247, 5485]"
TR-7404,"[464, 3523, 946]"
TR-7405,"[7095, 3536, 6832]"
TR-7406,"[1168, 1253, 3579]"
TR-7407,"[7431, 7357, 7233]"
TR-7408,"[7235, 2064, 7325]"
TR-7409,"[936, 3100, 931]"
TR-7410,"[590, 7278, 6648]"
TR-7411,"[5837, 7241, 3127]"
TR-7412,"[261, 7976, 318]"
TR-7413,"[1356, 5283, 1385]"
TR-7414,"[8176, 1140, 1123]"
TR-7415,"[7233, 7357, 7523]"
TR-7416,"[4645, 7686, 3484]"
TR-7417,"[7537, 1982, 3503]"
TR-7418,"[8102, 2838, 2096]"
TR-7419,"[6326, 3762, 7014]"
TR-7420,"[7853, 704, 3037]"
TR-7421,"[98, 1247, 8015]"
TR-7422,"[3558, 2346, 7314]"
TR-7423,"[6056, 6325, 736]"
TR-7424,"[2237, 1744, 7952]"
TR-7425,"[3300, 7360, 4154]"
TR-7426,"[763, 2470, 856]"
TR-7427,"[6952, 1346, 1827]"
TR-7428,"[997, 7586, 8376]"
TR-7429,"[7371, 4336, 7436]"
TR-7430,"[2824, 1592, 7840]"
TR-7431,"[8559, 4343, 7960]"
TR-7432,"[7233, 7406, 7357]"
TR-7433,"[5799, 5936, 2864]"
TR-7434,"[5607, 7449, 7828]"
TR-7435,"[6994, 6430, 8463]"
TR-7436,"[2655, 7111, 632]"
TR-7437,"[7428, 138, 7371]"
TR-7438,"[7907, 5427, 6694]"
TR-7439,"[5004, 1727, 4875]"
TR-7440,"[961, 4703, 7717]"
TR-7441,"[7279, 7341, 7255]"
TR-7442,"[3197, 891, 1603]"
TR-7443,"[7137, 7535, 7506]"
TR-7444,"[5625, 2016, 1890]"
TR-7445,"[6584, 1784, 1748]"
TR-7446,"[2900, 6900, 7045]"
TR-7447,"[5450, 2646, 283]"
TR-7448,"[7279, 7341, 7440]"
TR-7449,"[2022, 5801, 5920]"
TR-7450,"[7024, 3954, 3417]"
TR-7451,"[7310, 1702, 1661]"
TR-7452,"[4295, 6733, 3997]"
TR-7453,"[7387, 2237, 8102]"
TR-7454,"[1723, 3187, 1601]"
TR-7455,"[1781, 1056, 6094]"
TR-7456,"[3142, 3633, 5060]"
TR-7457,"[5865, 399, 137]"
TR-7458,"[6678, 127, 1924]"
TR-7459,"[5501, 4400, 8171]"
TR-7460,"[7615, 8670, 7368]"
TR-7461,"[7234, 5905, 1347]"
TR-7462,"[3394, 7738, 5379]"
TR-7463,"[8640, 1601, 7505]"
TR-7464,"[3561, 7298, 2870]"
TR-7465,"[792, 1107, 7186]"
TR-7466,"[2889, 3401, 2364]"
TR-7467,"[3941, 392, 2457]"
TR-7468,"[6126, 8158, 8151]"
TR-7469,"[2834, 2203, 2610]"
TR-7470,"[7344, 1565, 7198]"
TR-7471,"[3452, 2415, 2687]"
TR-7472,"[2223, 793, 1798]"
TR-7473,"[336, 686, 5875]"
TR-7474,"[5206, 2726, 3081]"
TR-7475,"[3556, 3093, 4480]"
TR-7476,"[3244, 7578, 7112]"
TR-7477,"[6005, 8115, 6361]"
TR-7478,"[6820, 6993, 8199]"
TR-7479,"[6716, 6855, 286]"
TR-7480,"[6906, 1643, 6963]"
TR-7481,"[7206, 8368, 4564]"
TR-7482,"[3400, 1040, 6688]"
TR-7483,"[2039, 5535, 2288]"
TR-7484,"[5260, 1322, 7271]"
TR-7485,"[6995, 1800, 255]"
TR-7486,"[5075, 2062, 2296]"
TR-7487,"[6939, 7130, 2739]"
TR-7488,"[2087, 6876, 8630]"
TR-7489,"[2113, 7947, 7623]"
TR-7490,"[2809, 6982, 6028]"
TR-7491,"[7264, 7557, 6163]"
TR-7492,"[1556, 631, 8719]"
TR-7493,"[5751, 1306, 1675]"
TR-7494,"[2240, 1538, 5684]"
TR-7495,"[7509, 3204, 7361]"
TR-7496,"[397, 2608, 3605]"
TR-7497,"[4361, 4206, 3995]"
TR-7498,"[7570, 6545, 6380]"
TR-7499,"[5475, 2499, 5624]"
TR-7500,"[302, 829, 1513]"
TR-7501,"[7527, 8047, 570]"
TR-7502,"[8139, 4978, 7990]"
TR-7503,"[2002, 7136, 1448]"
TR-7504,"[603, 7707, 6820]"
TR-7505,"[2292, 5806, 114]"
TR-7506,"[2005, 583, 2135]"
TR-7507,"[7442, 4105, 7423]"
TR-7508,"[8536, 5, 2781]"
TR-7509,"[7273, 8543, 5620]"
TR-7510,"[7494, 7536, 8102]"
TR-7511,"[372, 2503, 3318]"
TR-7512,"[7772, 5372, 2067]"
TR-7513,"[5770, 4486, 1613]"
TR-7514,"[1148, 5851, 8592]"
TR-7515,"[3461, 8001, 7429]"
TR-7516,"[7552, 7565, 884]"
TR-7517,"[188, 1525, 176]"
TR-7518,"[5877, 6459, 5221]"
TR-7519,"[2582, 3043, 1692]"
TR-7520,"[6632, 2014, 2792]"
TR-7521,"[4779, 4644, 3718]"
TR-7522,"[4796, 3258, 7174]"
TR-7523,"[7400, 7571, 7253]"
TR-7524,"[7414, 7431, 7233]"
TR-7525,"[2330, 5537, 7266]"
TR-7526,"[7974, 6213, 8530]"
TR-7527,"[8094, 5992, 5582]"
TR-7528,"[7500, 8047, 570]"
TR-7529,"[7148, 7460, 6941]"
TR-7530,"[8579, 3935, 7822]"
TR-7531,"[5349, 889, 160]"
TR-7532,"[3287, 8136, 2237]"
TR-7533,"[4612, 4276, 3722]"
TR-7534,"[3760, 4603, 1379]"
TR-7535,"[8527, 6947, 6370]"
TR-7536,"[6941, 7522, 7400]"
TR-7537,"[2513, 8102, 7509]"
TR-7538,"[7373, 3503, 2237]"
TR-7539,"[8043, 1904, 5616]"
TR-7540,"[5936, 482, 1743]"
TR-7541,"[3058, 2574, 6682]"
TR-7542,"[496, 7306, 204]"
TR-7543,"[2619, 6175, 7181]"
TR-7544,"[7976, 280, 645]"
TR-7545,"[7537, 7959, 2237]"
TR-7546,"[8616, 5531, 3775]"
TR-7547,"[7247, 7145, 8376]"
TR-7548,"[7386, 2065, 6406]"
TR-7549,"[2658, 6716, 7175]"
TR-7550,"[4647, 8126, 1021]"
TR-7551,"[6690, 7226, 7250]"
TR-7552,"[7561, 8423, 6320]"
TR-7553,"[7515, 7565, 5250]"
TR-7554,"[8282, 7270, 2271]"
TR-7555,"[8043, 5396, 7753]"
TR-7556,"[7253, 7571, 7522]"
TR-7557,"[6807, 7753, 2347]"
TR-7558,"[7264, 7490, 6163]"
TR-7559,"[3700, 2698, 2216]"
TR-7560,"[948, 1986, 7612]"
TR-7561,"[1534, 529, 539]"
TR-7562,"[5894, 8205, 1857]"
TR-7563,"[7423, 8409, 219]"
TR-7564,"[3522, 2865, 2012]"
TR-7565,"[6371, 5084, 3714]"
TR-7566,"[4953, 5250, 7515]"
TR-7567,"[7560, 529, 539]"
TR-7568,"[4097, 2770, 3285]"
TR-7569,"[2358, 5939, 2600]"
TR-7570,"[8292, 4379, 6780]"
TR-7571,"[5909, 7847, 8359]"
TR-7572,"[7253, 959, 7400]"
TR-7573,"[7303, 7576, 2121]"
TR-7574,"[6189, 6357, 6613]"
TR-7575,"[7593, 8131, 2762]"
TR-7576,"[7126, 6981, 2835]"
TR-7577,"[7535, 1533, 7522]"
TR-7578,"[1799, 2274, 5499]"
TR-7579,"[7368, 358, 7615]"
TR-7580,"[7360, 2912, 5659]"
TR-7581,"[599, 6378, 5153]"
TR-7582,"[6271, 144, 1296]"
TR-7583,"[5512, 6387, 805]"
TR-7584,"[4056, 4541, 5148]"
TR-7585,"[5143, 1375, 5202]"
TR-7586,"[328, 352, 189]"
TR-7587,"[7585, 997, 7427]"
TR-7588,"[5811, 1970, 8080]"
TR-7589,"[7181, 7358, 7542]"
TR-7590,"[3137, 5516, 6681]"
TR-7591,"[1965, 127, 2951]"
TR-7592,"[7976, 7543, 884]"
TR-7593,"[3004, 2211, 7266]"
TR-7594,"[7574, 8131, 2762]"
TR-7595,"[5818, 5922, 6096]"
TR-7596,"[7060, 1562, 4313]"
TR-7597,"[6131, 3469, 1022]"
TR-7598,"[1700, 591, 4534]"
TR-7599,"[3305, 2974, 7840]"
TR-7600,"[7957, 4768, 2880]"
TR-7601,"[5204, 3027, 3380]"
TR-7602,"[5548, 2283, 8219]"
TR-7603,"[3105, 6196, 3428]"
TR-7604,"[5719, 2768, 3462]"
TR-7605,"[2325, 2903, 8125]"
TR-7606,"[2090, 6210, 1595]"
TR-7607,"[3427, 4919, 4743]"
TR-7608,"[7247, 2038, 15]"
TR-7609,"[1369, 444, 8515]"
TR-7610,"[5277, 4645, 6382]"
TR-7611,"[4080, 8010, 6697]"
TR-7612,"[4463, 3884, 4377]"
TR-7613,"[5399, 1033, 4329]"
TR-7614,"[5777, 3471, 7763]"
